Provider,PotentialFraud,FraudLabel,TotalClaims,TotalReimbursed,AvgReimbursed,MaxReimbursed,TotalDeductible,AvgDeductible,AvgReimbRatio,AvgClaimDuration,MaxClaimDuration,AvgDaysInHospital,TotalDaysInHospital,AvgPatientAge,AvgChronicConds,SameAttendOperCount,DeceasedPatientCount,InpatientClaimCount,UniquePatients,UniqueAttendPhys,UniqueOperPhys,UniqueDiagnoses,UniqueProcedures,OutpatientClaimCount,InpatientRatio,PatientsPerClaim,PhysiciansPerClaim,SameAttendOperRate,DeceasedPatientRate,Diag_4019,Diag_4011,Diag_2724,Diag_2720,Diag_2722,Diag_2721,Diag_2723,Diag_78659,Diag_42731,Diag_78650,Diag_7802,Diag_78651,Diag_25000,Diag_42789,Diag_42781,Diag_V5789,Diag_41401,Diag_78079,Diag_486,Diag_42732,Diag_185,Diag_4271,Diag_4279,Diag_42769,Diag_42761,Diag_7915,Diag_V4585,Diag_79029,Diag_79021,Diag_7850,Diag_7851,Diag_79022,Diag_4270,Diag_7916,Diag_24900,Diag_25001,Diag_42760,Diag_49121,Diag_4272,Diag_V6546,Diag_5990,Diag_V5391,Diag_4280,Diag_78071,Diag_V1046,Diag_2334,Diag_V5861,Diag_V562,Diag_5854,Diag_5859,Diag_5856,Diag_V5869,Diag_V420,Diag_V5632,Diag_5853,Diag_0389,Diag_7925,Diag_V560,Diag_5855,Diag_V561,Diag_V4512,Diag_V568,Diag_V5631,Diag_V4511,Diag_5849,Diag_71536,Diag_3320,Diag_41071,Diag_28521,Diag_43491,Diag_27651,Diag_73300,Diag_41400,Diag_42823,Diag_49122,Diag_496,Diag_2859,Diag_2809,Diag_V5883,Diag_73301,Diag_340,Diag_4660,Diag_73309,Diag_V5721,Diag_V528,Diag_42833,Diag_V579,Diag_V538,Diag_73302,Diag_78900,Diag_4919,Diag_V529,Diag_V524,Diag_V571,Diag_V4581,Diag_V520,Diag_V574,Diag_V573,Diag_V5866,Diag_412,Proc_9904,Proc_8154,Proc_66,Proc_3893,Proc_3995,Proc_4516,Proc_3722,Proc_8151,Proc_8872,Proc_9671,Proc_4513,Proc_9390,Proc_9672,Proc_5123,Proc_7935,Proc_8152,Proc_9339,Proc_3812,Proc_3491,Proc_3950,Proc_3772,Proc_8108,Proc_4523,Proc_309,Proc_387,Proc_9921,Proc_8622,Proc_7915,Proc_4525,Proc_5491,Proc_8703,Proc_4311,Proc_9604,Proc_5794,Proc_3324,Proc_6029,Proc_8102,Proc_3783,Proc_3612,Proc_3723,Proc_9929,Proc_3895,Proc_3613,Proc_331,Proc_8604,Proc_8051,Proc_4573,Proc_3521,Proc_8659,Proc_4542,Proc_4443,Proc_9925,Proc_4576,Proc_8891,Proc_3929,Proc_7936,Proc_5459,Proc_9462,Proc_4562,Proc_3971,Proc_9955,Proc_9907,Proc_311,Proc_5122,Proc_3794,Proc_51,Proc_8191,Proc_605,Proc_8180,Proc_9607,Proc_3404,Proc_966,Proc_3734,Proc_8801,Proc_9915,Proc_6849,Proc_5749,Proc_7855,Proc_8628,Proc_9952,Proc_7749,Proc_8741,Proc_5551,Proc_8411,Proc_9962,Proc_3327,Proc_598,Proc_8627,Proc_131,Proc_4131,Proc_8944,Proc_3249,Proc_9394,Proc_9961,Proc_5185,Proc_80,Proc_6859,Proc_3611,Proc_3771,Proc_8877
PRV54086,No,0,66,12550,190.15151515151516,2700,280.0,4.242424242424242,182.61344791195538,1.4090909090909092,20,0.0,0,77.45454545454545,4.0606060606060606,6,1,0,60,39,11,64,1,66,0.0,0.9090909090909091,0.5909090909090909,0.09090909090909091,0.016666666666666666,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54089,No,0,41,91230,2225.121951219512,32000,7756.0,189.17073170731706,370.7885133835228,2.8048780487804876,20,0.9024390243902439,37,70.90243902439025,4.609756097560975,2,0,7,41,21,12,41,5,34,0.17073170731707318,1.0,0.5121951219512195,0.04878048780487805,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54090,No,0,190,320740,1688.1052631578948,27000,34776.0,183.03157894736842,196.03203602281414,2.2473684210526317,34,0.8947368421052632,170,75.07368421052631,4.510526315789473,25,1,32,123,17,13,173,14,158,0.16842105263157894,0.6473684210526316,0.08947368421052632,0.13157894736842105,0.008130081300813009,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54091,No,0,112,22820,203.75,3300,130.0,1.1607142857142858,199.67496692065518,1.4732142857142858,20,0.0,0,77.83928571428571,3.9732142857142856,7,5,0,76,3,2,107,1,112,0.0,0.6785714285714286,0.026785714285714284,0.0625,0.06578947368421052,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54092,No,0,481,141550,294.28274428274426,3300,1760.0,3.6590436590436592,287.20756645832546,1.3513513513513513,20,0.0,0,74.04781704781705,4.3118503118503115,37,5,0,401,165,58,379,1,481,0.0,0.8336798336798337,0.34303534303534305,0.07692307692307693,0.012468827930174564,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54093,Yes,1,89,514980,5786.29213483146,57000,42900.0,482.02247191011236,229.0643256954311,3.5842696629213484,35,2.853932584269663,254,73.42696629213484,4.707865168539326,3,0,41,86,66,27,82,21,48,0.4606741573033708,0.9662921348314607,0.7415730337078652,0.033707865168539325,0.0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRV54096,No,0,7,920,131.42857142857142,400,0.0,0.0,131.42857142857142,0.0,0,0.0,0,65.71428571428571,3.857142857142857,0,0,0,7,5,0,7,1,7,0.0,1.0,0.7142857142857143,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54098,Yes,1,256,120400,470.3125,15000,9044.0,35.328125,290.88322237693325,1.25,20,0.20703125,53,75.37890625,4.20703125,32,6,9,96,23,10,212,5,247,0.03515625,0.375,0.08984375,0.125,0.0625,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54099,No,0,217,187860,865.7142857142857,41000,15582.0,71.80645161290323,200.29608064509074,1.3410138248847927,20,0.21658986175115208,47,73.40092165898618,3.9953917050691246,6,1,14,97,12,9,192,5,203,0.06451612903225806,0.4470046082949309,0.055299539170506916,0.027649769585253458,0.010309278350515464,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54101,No,0,29,65790,2268.6206896551726,17000,11748.0,405.1034482758621,201.5905938518112,2.5517241379310347,20,1.4137931034482758,41,75.0,5.0,0,0,11,28,22,10,27,7,18,0.3793103448275862,0.9655172413793104,0.7586206896551724,0.0,0.0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54102,No,0,23,100720,4379.130434782609,46000,8594.0,373.6521739130435,2551.767895835277,2.347826086956522,11,1.9565217391304348,45,74.47826086956522,4.565217391304348,2,0,9,18,13,4,22,5,14,0.391304347826087,0.782608695652174,0.5652173913043478,0.08695652173913043,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54103,Yes,1,187,104930,561.1229946524064,17000,8834.0,47.24064171122995,248.9902641242541,0.8021390374331551,20,0.16042780748663102,30,71.20855614973262,3.9411764705882355,17,0,8,82,3,2,171,5,179,0.0427807486631016,0.4385026737967914,0.016042780748663103,0.09090909090909091,0.0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54106,No,0,39,69910,1792.5641025641025,29000,5480.0,140.51282051282053,196.72367900526376,2.3846153846153846,20,0.6153846153846154,24,70.94871794871794,4.256410256410256,6,0,5,37,25,9,39,5,34,0.1282051282051282,0.9487179487179487,0.6410256410256411,0.15384615384615385,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54107,No,0,147,44080,299.86394557823127,3300,220.0,1.4965986394557824,293.83168481108936,1.163265306122449,20,0.0,0,72.48299319727892,3.9659863945578233,10,0,0,129,63,22,140,1,147,0.0,0.8775510204081632,0.42857142857142855,0.06802721088435375,0.0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54109,No,0,16,4950,309.375,2500,30.0,1.875,303.93145161290323,4.125,20,0.0,0,76.125,4.375,4,0,0,14,2,2,16,1,16,0.0,0.875,0.125,0.25,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54110,No,0,7,450,64.28571428571429,200,20.0,2.857142857142857,58.843537414965986,2.857142857142857,20,0.0,0,73.85714285714286,4.428571428571429,0,0,0,7,6,1,7,1,7,0.0,1.0,0.8571428571428571,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54111,Yes,1,249,590000,2369.4779116465866,57000,58202.0,233.7429718875502,161.9092890687434,1.7429718875502007,20,1.2048192771084338,300,73.96787148594377,4.2730923694779115,23,1,54,176,19,11,218,23,195,0.21686746987951808,0.7068273092369478,0.07630522088353414,0.09236947791164658,0.005681818181818182,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
PRV54112,No,0,31,6590,212.58064516129033,2800,40.0,1.2903225806451613,209.74822974036192,1.5483870967741935,20,0.0,0,67.25806451612904,3.903225806451613,3,0,0,18,11,4,29,1,31,0.0,0.5806451612903226,0.3548387096774194,0.0967741935483871,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54113,No,0,1,60,60.0,60,0.0,0.0,60.0,0.0,0,0.0,0,78.0,2.0,0,0,0,1,1,0,1,1,1,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54114,No,0,11,22790,2071.818181818182,10000,3344.0,304.0,219.59702915464834,3.5454545454545454,24,2.727272727272727,30,68.81818181818181,4.181818181818182,1,0,3,9,6,3,11,4,8,0.2727272727272727,0.8181818181818182,0.5454545454545454,0.09090909090909091,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54115,No,0,4,170,42.5,100,0.0,0.0,42.5,0.0,0,0.0,0,76.5,4.75,1,0,0,4,2,2,4,1,4,0.0,1.0,0.5,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54116,No,0,16,1280,80.0,300,10.0,0.625,77.1590909090909,1.25,20,0.0,0,58.5625,6.1875,2,0,0,4,2,1,16,1,16,0.0,0.25,0.125,0.125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRV54117,No,0,6,320,53.333333333333336,90,0.0,0.0,53.333333333333336,0.0,0,0.0,0,78.16666666666667,4.0,0,0,0,6,4,0,6,1,6,0.0,1.0,0.6666666666666666,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
